ID,Site,Mine,Storage,Cu,Maximum_Concentration,lag_time,mu_max,Media
1406,C,RT,BB,150,1.232,12,0.020083333,1xLB
1407,C,RT,BB,150,1.146,12,0.054,1xLB
1408,C,RT,BB,300,1.193,12,0.021833333,1xLB
1409,C,RT,BB,300,0.517,6,0.020166667,1xLB
1410,C,RT,BB,300,1.011,12,0.020333333,1xLB
1411,C,RT,BB,600,0.726,12,0.018666667,1xLB
1412,C,RT,BB,600,0.971,12,0.028916667,1xLB
1413,C,RT,BB,600,0.531,6,0.020666667,1xLB
1414,C,RT,BB,750,0.479,12,0.0165,1xLB
1415,C,RT,BB,750,0.772,12,0.0165,1xLB
1416,C,RT,BB,750,0.539,6,0.014833333,1xLB
1417,C,RT,BB,1200,0.284,48,0.009083333,1xLB
1418,C,RT,BB,1200,0.3,0,0.00875,1xLB
1419,C,RT,BB,1200,0.32,0,0.0105,1xLB
1420,C,RT,BB,0,2.504,6,0.098,1xLB
1421,C,RT,BB,0,2.761,6,0.118666667,1xLB
1422,C,RT,BB,0,2.901,6,0.121166667,1xLB
1423,C,RT,BB,150,1.731,6,0.071,1xLB
1424,C,RT,BB,150,1.757,6,0.081666667,1xLB
1425,C,RT,BB,150,1.857,6,0.08,1xLB
1426,C,RT,BB,300,1.878,6,0.084666667,1xLB
1427,C,RT,BB,300,1.368,6,0.071166667,1xLB
1428,C,RT,BB,300,1.316,6,0.067666667,1xLB
1429,C,RT,BB,600,1.115,6,0.056,1xLB
1430,C,RT,BB,600,1.243,6,0.057666667,1xLB
1431,C,RT,BB,600,1.258,6,0.0625,1xLB
1432,C,RT,BB,750,1.282,6,0.035166667,1xLB
1433,C,RT,BB,750,1.362,6,0.042333333,1xLB
1434,C,RT,BB,750,1.352,6,0.0925,1xLB
1435,C,RT,BB,1200,1.287,12,0.0815,1xLB
1436,C,RT,BB,1200,1.414,0,0.081,1xLB
1437,C,RT,BB,1200,1.457,12,0.1005,1xLB
1438,C,RT,BB,0,3.179,12,0.128,1xLB
1439,C,RT,BB,0,2.966,12,0.1285,1xLB
1440,C,RT,BB,0,2.906,12,0.125333333,1xLB
1441,C,RT,BB,150,2.478,6,0.120833333,1xLB
1442,C,RT,BB,150,2.236,6,0.116833333,1xLB
1443,C,RT,BB,150,2.284,6,0.117166667,1xLB
1444,C,RT,BB,300,2.495,6,0.117166667,1xLB
1445,C,RT,BB,300,2.145,6,0.112166667,1xLB
1446,C,RT,BB,300,2.678,12,0.1015,1xLB
1447,C,RT,BB,600,1.944,12,0.1035,1xLB
1448,C,RT,BB,600,2.133,12,0.092166667,1xLB
1449,C,RT,BB,600,2.071,12,0.0965,1xLB
1450,C,RT,BB,750,1.677,12,0.0885,1xLB
1451,C,RT,BB,750,1.633,12,0.087166667,1xLB
1452,C,RT,BB,750,2.034,12,0.091666667,1xLB
1453,C,RT,BB,1200,1.311,36,0.04125,1xLB
1454,C,RT,BB,1200,1.424,36,0.051916667,1xLB
1455,C,RT,BB,1200,1.896,36,0.057083333,1xLB
1456,D,RT,BB,0,2.439,6,0.100166667,1xLB
1457,D,RT,BB,0,2.471,6,0.1005,1xLB
1458,D,RT,BB,0,2.436,6,0.105333333,1xLB
1459,D,RT,BB,150,1.851,6,0.082333333,1xLB
1460,D,RT,BB,150,1.867,6,0.077,1xLB
1461,D,RT,BB,150,2.008,6,0.093666667,1xLB
1462,D,RT,BB,300,1.734,6,0.066666667,1xLB
1463,D,RT,BB,300,1.787,6,0.1185,1xLB
1464,D,RT,BB,300,1.738,6,0.0765,1xLB
1465,D,RT,BB,600,1.492,6,0.061333333,1xLB
1466,D,RT,BB,600,1.535,6,0.0605,1xLB
1467,D,RT,BB,600,1.613,6,0.076,1xLB
1468,D,RT,BB,750,1.576,6,0.093833333,1xLB
1469,D,RT,BB,750,1.686,6,0.042666667,1xLB
1470,D,RT,BB,750,1.628,6,0.08,1xLB
1471,D,RT,BB,1200,1.253,6,0.076833333,1xLB
1472,D,RT,BB,1200,1.401,6,0.075166667,1xLB
1473,D,RT,BB,1200,1.471,12,0.0985,1xLB
1474,D,RT,BB,0,2.747,6,0.064666667,1xLB
1475,D,RT,BB,0,0.712,6,0.052333333,1xLB
1476,D,RT,BB,0,1.976,6,0.062833333,1xLB
1477,D,RT,BB,150,2.044,6,0.05,1xLB
1478,D,RT,BB,150,1.497,6,0.060166667,1xLB
1479,D,RT,BB,150,1.591,6,0.053,1xLB
1480,D,RT,BB,300,2.317,6,0.049166667,1xLB
1481,D,RT,BB,300,2.359,6,0.05175,1xLB
1482,D,RT,BB,300,1.864,6,0.041166667,1xLB
1483,D,RT,BB,600,1.56,12,0.025166667,1xLB
1484,D,RT,BB,600,1.739,12,0.037333333,1xLB
1485,D,RT,BB,600,1.58,12,0.03775,1xLB
1486,D,RT,BB,750,1.258,18,0.04425,1xLB
1487,D,RT,BB,750,1.261,18,0.027125,1xLB
1488,D,RT,BB,750,1.591,12,0.037583333,1xLB
1489,D,RT,BB,1200,0.773,60,0.021333333,1xLB
1490,D,RT,BB,1200,0.473,72,0.017666667,1xLB
1491,D,RT,BB,1200,0.283,0,0.007583333,1xLB
1492,E,RT,BB,0,2.224,12,0.092166667,1xLB
1493,E,RT,BB,0,1.87,12,0.087333333,1xLB
1494,E,RT,BB,0,1.973,18,0.154833333,1xLB
1495,E,RT,BB,150,1.558,18,0.062333333,1xLB
1496,E,RT,BB,150,1.46,18,0.0745,1xLB
1497,E,RT,BB,150,1.59,18,0.057333333,1xLB
1498,E,RT,BB,300,1.339,18,0.063166667,1xLB
1499,E,RT,BB,300,1.347,18,0.083666667,1xLB
1500,E,RT,BB,300,1.332,18,0.065166667,1xLB
1501,E,RT,BB,600,1.13,18,0.085166667,1xLB
1502,E,RT,BB,600,1.198,18,0.091666667,1xLB
1503,E,RT,BB,600,1.183,18,0.082166667,1xLB
1504,E,RT,BB,750,1.189,18,0.064,1xLB
1505,E,RT,BB,750,1.35,18,0.061333333,1xLB
1506,E,RT,BB,750,1.266,24,0.043833333,1xLB
1507,E,RT,BB,1200,0.966,36,0.051083333,1xLB
1508,E,RT,BB,1200,0.948,48,0.042,1xLB
1509,E,RT,BB,1200,1.262,48,0.05175,1xLB
1510,E,RT,BB,0,3.247,6,0.102333333,1xLB
1511,E,RT,BB,0,3.283,6,0.1,1xLB
1512,E,RT,BB,0,3.282,6,0.098333333,1xLB
1513,E,RT,BB,150,2.256,6,0.114666667,1xLB
1514,E,RT,BB,150,2.169,6,0.105166667,1xLB
1515,E,RT,BB,150,2.288,6,0.100166667,1xLB
1516,E,RT,BB,300,1.954,6,0.1135,1xLB
1517,E,RT,BB,300,1.994,6,0.1165,1xLB
1518,E,RT,BB,300,2.128,6,0.112,1xLB
1519,E,RT,BB,600,1.857,6,0.115333333,1xLB
1520,E,RT,BB,600,1.823,6,0.104833333,1xLB
1521,E,RT,BB,600,1.854,6,0.104,1xLB
1522,E,RT,BB,750,1.811,6,0.103166667,1xLB
1523,E,RT,BB,750,1.868,6,0.115,1xLB
1524,E,RT,BB,750,1.881,6,0.1005,1xLB
1525,E,RT,BB,1200,1.344,12,0.077666667,1xLB
1526,E,RT,BB,1200,1.38,18,0.036833333,1xLB
1527,E,RT,BB,1200,1.496,12,0.064166667,1xLB
1528,B,TECK,CR,0,1.232,6,0.104333333,1xPTYG
1529,B,TECK,CR,0,1.185,6,0.059,1xPTYG
1530,B,TECK,CR,0,1.208,6,0.070666667,1xPTYG
1531,B,TECK,CR,150,1.035,6,0.130333333,1xPTYG
1532,B,TECK,CR,150,0.972,6,0.08,1xPTYG
1533,B,TECK,CR,150,0.971,6,0.079666667,1xPTYG
1534,B,TECK,CR,300,1.216,12,0.029833333,1xPTYG
1535,B,TECK,CR,300,1.292,12,0.029833333,1xPTYG
1536,B,TECK,CR,300,1.181,12,0.027833333,1xPTYG
1537,B,TECK,CR,600,0.645,15,0.015333333,1xPTYG
1538,B,TECK,CR,600,0.476,12,0.013,1xPTYG
1539,B,TECK,CR,600,0.547,12,0.014333333,1xPTYG
1540,B,TECK,CR,600,0.037,0,0.000333333,1xPTYG
1541,B,TECK,CR,600,0.036,0,0.000333333,1xPTYG
1542,B,TECK,CR,600,0.022,6,0.000333333,1xPTYG
1543,B,TECK,CR,750,0.042,0,0.001,1xPTYG
1544,B,TECK,CR,750,0.019,0,0.001333333,1xPTYG
1545,B,TECK,CR,750,0.036,0,0.001333333,1xPTYG
1546,B,TECK,CR,1200,0.057,0,0.0002,1xPTYG
1547,B,TECK,CR,1200,0.03,3,0.005666667,1xPTYG
1548,B,TECK,CR,1200,0.04,3,0.004333333,1xPTYG
1549,C,RT,CR,0,0.976,9,0.072333333,1xPTYG
1550,C,RT,CR,0,0.966,6,0.055,1xPTYG
1551,C,RT,CR,0,0.883,6,0.053666667,1xPTYG
1552,C,RT,CR,150,0.892,6,0.073,1xPTYG
1553,C,RT,CR,150,0.851,6,0.053333333,1xPTYG
1554,C,RT,CR,150,0.827,6,0.047666667,1xPTYG
1555,C,RT,CR,300,0.594,0,0.017333333,1xPTYG
1556,C,RT,CR,300,0.531,6,0.019666667,1xPTYG
1557,C,RT,CR,300,0.473,6,0.015,1xPTYG
1558,C,RT,CR,600,0.941,15,0.060666667,1xPTYG
1559,C,RT,CR,600,0.662,6,0.032333333,1xPTYG
1560,C,RT,CR,600,1,18,0.0685,1xPTYG
1561,C,RT,CR,600,0.381,18,0.021833333,1xPTYG
1562,C,RT,CR,600,0.508,15,0.037,1xPTYG
1563,C,RT,CR,600,0.319,24,0.019,1xPTYG
1564,C,RT,CR,750,0.299,0,0.0085,1xPTYG
1565,C,RT,CR,750,0.185,15,0.006166667,1xPTYG
1566,C,RT,CR,750,0.129,0,0.004833333,1xPTYG
1567,C,RT,CR,1200,0.04,0,0,1xPTYG
1568,C,RT,CR,1200,0.025,0,0.003,1xPTYG
1569,C,RT,CR,1200,0.12,0,0.0005,1xPTYG
1570,C,RT,CR,0,2.985,9,0.312666667,1xPTYG
1571,C,RT,CR,0,3.064,9,0.246666667,1xPTYG
1572,C,RT,CR,0,2.93,9,0.247,1xPTYG
1573,C,RT,CR,150,3.06,9,0.133666667,1xPTYG
1574,C,RT,CR,150,3.252,9,0.157666667,1xPTYG
1575,C,RT,CR,150,3.159,9,0.141,1xPTYG
1576,C,RT,CR,300,3.029,9,0.144666667,1xPTYG
1577,C,RT,CR,300,3.181,12,0.190666667,1xPTYG
1578,C,RT,CR,300,3.134,12,0.1655,1xPTYG
1579,C,RT,CR,600,3.13,15,0.169166667,1xPTYG
1580,C,RT,CR,600,3.117,15,0.1385,1xPTYG
1581,C,RT,CR,600,2.049,12,0.043666667,1xPTYG
1582,C,RT,CR,600,2.312,24,0.063222222,1xPTYG
1583,C,RT,CR,600,2.875,24,0.259,1xPTYG
1584,C,RT,CR,600,1.571,18,0.1015,1xPTYG
1585,C,RT,CR,750,2.671,48,0.134333333,1xPTYG
1586,C,RT,CR,750,2.568,48,0.173166667,1xPTYG
1587,C,RT,CR,750,3.051,42,0.262166667,1xPTYG
1588,C,RT,CR,1200,0.068,0,0.002166667,1xPTYG
1589,C,RT,CR,1200,0.029,3,0.000666667,1xPTYG
1590,C,RT,CR,1200,0.028,3,0.001333333,1xPTYG
1591,D,RT,CR,0,3.163,15,0.131833333,1xPTYG
1592,D,RT,CR,0,3.115,12,0.147166667,1xPTYG
1593,D,RT,CR,0,3.27,12,0.0925,1xPTYG
1594,D,RT,CR,150,3.325,9,0.085,1xPTYG
1595,D,RT,CR,150,3.114,9,0.101666667,1xPTYG
1596,D,RT,CR,150,3.06,9,0.108333333,1xPTYG
1597,D,RT,CR,300,3.242,12,0.102333333,1xPTYG
1598,D,RT,CR,300,3.151,12,0.104333333,1xPTYG
1599,D,RT,CR,300,3.167,12,0.095,1xPTYG
1600,D,RT,CR,600,3.15,12,0.107333333,1xPTYG
1601,D,RT,CR,600,3.048,15,0.084333333,1xPTYG
1602,D,RT,CR,600,3.175,15,0.088833333,1xPTYG
1603,D,RT,CR,600,2.842,18,0.084666667,1xPTYG
1604,D,RT,CR,600,3.24,21,0.0785,1xPTYG
1605,D,RT,CR,600,3.126,21,0.091333333,1xPTYG
1606,D,RT,CR,750,3.044,24,0.116333333,1xPTYG
1607,D,RT,CR,750,3.04,30,0.111666667,1xPTYG
1608,D,RT,CR,750,3.063,30,0.110166667,1xPTYG
1609,D,RT,CR,1200,0.135,0,0.002833333,1xPTYG
1610,D,RT,CR,1200,0.373,0,0.000666667,1xPTYG
1611,D,RT,CR,1200,0.117,0,0.002666667,1xPTYG
1612,E,RT,CR,0,3.183,9,0.123444444,1xPTYG
1613,E,RT,CR,0,3.074,9,0.146333333,1xPTYG
1614,E,RT,CR,0,3.142,9,0.143666667,1xPTYG
1615,E,RT,CR,150,3.335,6,0.166333333,1xPTYG
1616,E,RT,CR,150,3.213,6,0.194,1xPTYG
1617,E,RT,CR,150,3.111,6,0.234666667,1xPTYG
1618,E,RT,CR,300,2.351,6,0.126666667,1xPTYG
1619,E,RT,CR,300,2.427,6,0.241,1xPTYG
1620,E,RT,CR,300,2.438,6,0.123666667,1xPTYG
1621,E,RT,CR,600,2.009,9,0.113666667,1xPTYG
1622,E,RT,CR,600,2.103,9,0.107333333,1xPTYG
1623,E,RT,CR,600,2.257,6,0.111,1xPTYG
1624,E,RT,CR,600,1.933,6,0.094,1xPTYG
1625,E,RT,CR,600,1.983,9,0.106333333,1xPTYG
1626,E,RT,CR,600,2.062,9,0.094,1xPTYG
1627,E,RT,CR,750,1.956,9,0.084,1xPTYG
1628,E,RT,CR,750,1.947,9,0.180333333,1xPTYG
1629,E,RT,CR,750,2.001,9,0.092666667,1xPTYG
1630,E,RT,CR,1200,0.626,12,0.022333333,1xPTYG
1631,E,RT,CR,1200,0.454,9,0.019666667,1xPTYG
1632,E,RT,CR,1200,0.541,15,0.022333333,1xPTYG
1633,B,TECK,BB,0,3.297,15,0.21,1xPTYG
1634,B,TECK,BB,0,3.144,12,0.193333333,1xPTYG
1635,B,TECK,BB,0,3.337,9,0.131666667,1xPTYG
1636,B,TECK,BB,150,3.107,6,0.174666667,1xPTYG
1637,B,TECK,BB,150,3.223,6,0.301,1xPTYG
1638,B,TECK,BB,150,3.316,6,0.210333333,1xPTYG
1639,B,TECK,BB,300,2.572,6,0.159333333,1xPTYG
1640,B,TECK,BB,300,2.426,6,0.182,1xPTYG
1641,B,TECK,BB,300,2.59,6,0.145666667,1xPTYG
1642,B,TECK,BB,600,2.553,9,0.117,1xPTYG
1643,B,TECK,BB,600,2.527,9,0.116,1xPTYG
1644,B,TECK,BB,600,2.191,9,0.119333333,1xPTYG
1645,B,TECK,BB,600,2.038,9,0.104666667,1xPTYG
1646,B,TECK,BB,600,1.993,9,0.141333333,1xPTYG
1647,B,TECK,BB,600,2.033,9,0.103,1xPTYG
1648,B,TECK,BB,750,2.161,9,0.090666667,1xPTYG
1649,B,TECK,BB,750,2.007,9,0.094333333,1xPTYG
1650,B,TECK,BB,750,1.987,9,0.078666667,1xPTYG
1651,B,TECK,BB,1200,1.006,0,0.028166667,1xPTYG
1652,B,TECK,BB,1200,0.57,0,0.017666667,1xPTYG
1653,B,TECK,BB,1200,0.493,21,0.02,1xPTYG
1654,B,TECK,BB,0,3.135,9,0.145666667,1xPTYG
1655,B,TECK,BB,0,3.331,9,0.136,1xPTYG
1656,B,TECK,BB,0,3.103,9,0.133666667,1xPTYG
1657,B,TECK,BB,150,3.24,6,0.199666667,1xPTYG
1658,B,TECK,BB,150,3.194,6,0.236333333,1xPTYG
1659,B,TECK,BB,150,3.27,9,0.302,1xPTYG
1660,B,TECK,BB,300,2.625,9,0.136,1xPTYG
1661,B,TECK,BB,300,2.506,6,0.132,1xPTYG
1662,B,TECK,BB,300,2.462,6,0.147,1xPTYG
1663,B,TECK,BB,600,2.343,9,0.108666667,1xPTYG
1664,B,TECK,BB,600,2.088,6,0.123666667,1xPTYG
1665,B,TECK,BB,600,2.884,9,0.096666667,1xPTYG
1666,B,TECK,BB,600,1.935,9,0.104,1xPTYG
1667,B,TECK,BB,600,2.036,9,0.099333333,1xPTYG
1668,B,TECK,BB,600,1.803,9,0.159333333,1xPTYG
1669,B,TECK,BB,750,1.972,9,0.068,1xPTYG
1670,B,TECK,BB,750,1.763,9,0.114833333,1xPTYG
1671,B,TECK,BB,750,1.99,9,0.074333333,1xPTYG
1672,B,TECK,BB,1200,0.571,0,0.0125,1xPTYG
1673,B,TECK,BB,1200,0.473,0,0.015333333,1xPTYG
1674,B,TECK,BB,1200,0.509,0,0.017,1xPTYG
1675,F,TECK,BB,0,0.969,9,0.059333333,1xPTYG
1676,F,TECK,BB,0,0.922,6,0.061,1xPTYG
1677,F,TECK,BB,0,0.884,6,0.056333333,1xPTYG
1678,F,TECK,BB,150,0.945,3,0.066,1xPTYG
1679,F,TECK,BB,150,0.951,3,0.059,1xPTYG
1680,F,TECK,BB,150,0.904,3,0.064,1xPTYG
1681,F,TECK,BB,300,2.701,18,0.117166667,1xPTYG
1682,F,TECK,BB,300,2.787,36,0.143,1xPTYG
1683,F,TECK,BB,300,2.696,36,0.132166667,1xPTYG
1684,F,TECK,BB,600,2.83,42,0.147166667,1xPTYG
1685,F,TECK,BB,600,2.492,42,0.138166667,1xPTYG
1686,F,TECK,BB,600,2.495,42,0.108166667,1xPTYG
1687,F,TECK,BB,600,1.672,48,0.086333333,1xPTYG
1688,F,TECK,BB,600,1.542,21,0.090666667,1xPTYG
1689,F,TECK,BB,600,1.362,42,0.073,1xPTYG
1690,F,TECK,BB,750,0.571,9,0.048333333,1xPTYG
1691,F,TECK,BB,750,0.32,0,0.024166667,1xPTYG
1692,F,TECK,BB,750,0.256,0,0.017833333,1xPTYG
1693,F,TECK,BB,1200,0.251,0,0.001333333,1xPTYG
1694,F,TECK,BB,1200,0.123,0,0.001666667,1xPTYG
1695,F,TECK,BB,1200,0.184,0,0.001166667,1xPTYG
1696,F,TECK,BB,0,0.838,6,0.074666667,1xPTYG
1697,F,TECK,BB,0,0.869,6,0.089,1xPTYG
1698,F,TECK,BB,0,0.83,6,0.074666667,1xPTYG
1699,F,TECK,BB,150,0.909,3,0.062,1xPTYG
1700,F,TECK,BB,150,0.824,6,0.057,1xPTYG
1701,F,TECK,BB,150,0.823,3,0.06,1xPTYG
1702,F,TECK,BB,300,0.59,3,0.027833333,1xPTYG
1703,F,TECK,BB,300,0.567,3,0.048666667,1xPTYG
1704,F,TECK,BB,300,0.751,6,0.035,1xPTYG
1705,F,TECK,BB,600,0.479,0,0.039333333,1xPTYG
1706,F,TECK,BB,600,0.464,9,0.016333333,1xPTYG
1707,F,TECK,BB,600,0.521,9,0.043833333,1xPTYG
1708,F,TECK,BB,600,0.293,0,0.009333333,1xPTYG
1709,F,TECK,BB,600,0.282,0,0.0075,1xPTYG
1710,F,TECK,BB,600,0.267,6,0.008666667,1xPTYG
1711,F,TECK,BB,750,0.196,0,0.0055,1xPTYG
1712,F,TECK,BB,750,0.121,0,0.003833333,1xPTYG
1713,F,TECK,BB,750,0.155,0,0.0035,1xPTYG
1714,F,TECK,BB,1200,0.078,0,0.000666667,1xPTYG
1715,F,TECK,BB,1200,0.031,3,0.000933333,1xPTYG
1716,F,TECK,BB,1200,0.036,3,0.004333333,1xPTYG
1717,G,TECK,BB,0,0.921,9,0.064333333,1xPTYG
1718,G,TECK,BB,0,0.873,6,0.066333333,1xPTYG
1719,G,TECK,BB,0,0.765,6,0.0555,1xPTYG
1720,G,TECK,BB,150,0.823,6,0.066666667,1xPTYG
1721,G,TECK,BB,150,0.813,6,0.071,1xPTYG
1722,G,TECK,BB,150,0.77,3,0.045666667,1xPTYG
1723,G,TECK,BB,300,0.32,0,0.017666667,1xPTYG
1724,G,TECK,BB,300,0.215,0,0.013,1xPTYG
1725,G,TECK,BB,300,0.223,0,0.014333333,1xPTYG
1726,G,TECK,BB,600,0.226,6,0.008666667,1xPTYG
1727,G,TECK,BB,600,0.148,6,0.008666667,1xPTYG
1728,G,TECK,BB,600,0.156,0,0.01,1xPTYG
1729,G,TECK,BB,600,0.214,0,0.006666667,1xPTYG
1730,G,TECK,BB,600,0.242,0,0.006666667,1xPTYG
1731,G,TECK,BB,600,0.239,9,0.0065,1xPTYG
1732,G,TECK,BB,750,0.232,0,0.0035,1xPTYG
1733,G,TECK,BB,750,0.183,9,0.002833333,1xPTYG
1734,G,TECK,BB,750,0.172,0,0.0025,1xPTYG
1735,G,TECK,BB,1200,0.059,0,0.000416667,1xPTYG
1736,G,TECK,BB,1200,0.084,0,0.0005,1xPTYG
1737,G,TECK,BB,1200,0.036,0,0.000333333,1xPTYG
1738,D,RT,BB,0,0.898,0,0.050666667,1xPTYG
1739,D,RT,BB,0,1.015,0,0.044,1xPTYG
1740,D,RT,BB,0,0.877,6,0.035,1xPTYG
1741,D,RT,BB,150,0.619,6,0.052666667,1xPTYG
1742,D,RT,BB,150,0.606,6,0.052666667,1xPTYG
1743,D,RT,BB,150,0.614,6,0.037333333,1xPTYG
1744,D,RT,BB,300,0.806,6,0.034,1xPTYG
1745,D,RT,BB,300,0.781,6,0.028,1xPTYG
1746,D,RT,BB,300,0.758,6,0.034666667,1xPTYG
1747,D,RT,BB,600,0.692,9,0.018333333,1xPTYG
1748,D,RT,BB,600,0.588,9,0.022333333,1xPTYG
1749,D,RT,BB,600,0.636,9,0.019333333,1xPTYG
1750,D,RT,BB,600,0.174,12,0.004333333,1xPTYG
1751,D,RT,BB,600,0.243,12,0.008,1xPTYG
1752,D,RT,BB,600,0.191,18,0.006333333,1xPTYG
1753,D,RT,BB,750,0.033,0,0.000166667,1xPTYG
1754,D,RT,BB,750,0,#N/A,0,1xPTYG
1755,D,RT,BB,750,0.011,0,0.0005,1xPTYG
1756,D,RT,BB,1200,0.041,0,0.003,1xPTYG
1757,D,RT,BB,1200,0.026,0,0.0015,1xPTYG
1758,D,RT,BB,1200,0.029,0,0.001,1xPTYG
1759,E,RT,BB,0,1.337,9,0.08,1xPTYG
1760,E,RT,BB,0,1.36,6,0.097666667,1xPTYG
1761,E,RT,BB,0,1.222,6,0.086,1xPTYG
1762,E,RT,BB,150,1.19,6,0.108333333,1xPTYG
1763,E,RT,BB,150,1.114,6,0.132666667,1xPTYG
1764,E,RT,BB,150,1.023,6,0.099666667,1xPTYG
1765,E,RT,BB,300,1.335,12,0.029333333,1xPTYG
1766,E,RT,BB,300,1.388,12,0.0375,1xPTYG
1767,E,RT,BB,300,1.39,12,0.039333333,1xPTYG
1768,E,RT,BB,600,1.074,15,0.03,1xPTYG
1769,E,RT,BB,600,0.522,12,0.019666667,1xPTYG
1770,E,RT,BB,600,0.48,12,0.014333333,1xPTYG
1771,E,RT,BB,600,0.033,0,0.0005,1xPTYG
1772,E,RT,BB,600,0.046,0,0.000166667,1xPTYG
1773,E,RT,BB,600,0.02,3,0.000833333,1xPTYG
1774,E,RT,BB,750,0.05,0,0.000666667,1xPTYG
1775,E,RT,BB,750,0.056,0,0.0003125,1xPTYG
1776,E,RT,BB,750,0.06,0,0.000666667,1xPTYG
1777,E,RT,BB,1200,0.094,0,0.000333333,1xPTYG
1778,E,RT,BB,1200,0.1,0,0.001,1xPTYG
1779,E,RT,BB,1200,0.032,3,0.001333333,1xPTYG
